['所属小区:碧桂园城市花园', '房屋户型:3室2厅1卫', '房屋单价:15944元/m²', '所在位置:增城－朱村－朱村街', '建筑面积:94.1平方米', '参考首付:45.00万', '建造年代:2014年', '房屋朝向:南', '房屋类型:普通住宅', '所在楼层:中层(共18层)', '装修程度:精装修', '产权年限:70年', '配套电梯:有', '房本年限:满二年', '产权性质:商品房住宅', '唯一住房:是', '一手房源:否']
['所属小区:中粮万科金域蓝湾', '房屋户型:1室1厅1卫', '房屋单价:37871元/m²', '所在位置:白云－金沙洲－金沙洲路', '建筑面积:46.2平方米', '参考首付:52.50万', '建造年代:2013年', '房屋朝向:南', '房屋类型:普通住宅', '所在楼层:低层(共11层)', '装修程度:精装修', '产权年限:70年', '配套电梯:有', '房本年限:满五年', '产权性质:商品房住宅', '唯一住房:否', '一手房源:否']
['所属小区:雅兰苑', '房屋户型:3室2厅2卫', '房屋单价:16535元/m²', '所在位置:花都－新区－茶园南路1号', '建筑面积:127平方米', '参考首付:63.00万', '建造年代:2007年', '房屋朝向:东南', '房屋类型:普通住宅', '所在楼层:低层(共6层)', '装修程度:精装修', '产权年限:70年', '配套电梯:有', '房本年限:满五年', '产权性质:商品房住宅', '唯一住房:是', '一手房源:否']
['所属小区:实地常春藤', '房屋户型:3室2厅2卫', '房屋单价:21354元/m²', '所在位置:萝岗－萝岗－禾丰路', '建筑面积:96平方米', '参考首付:61.50万', '建造年代:2017年', '房屋朝向:南', '房屋类型:普通住宅', '所在楼层:中层(共32层)', '装修程度:精装修', '产权年限:70年', '配套电梯:有', '房本年限:满二年', '产权性质:商品房住宅', '唯一住房:是', '一手房源:否']
['所属小区:实地常春藤', '房屋户型:2室2厅1卫', '房屋单价:22000元/m²', '所在位置:萝岗－萝岗－禾丰路', '建筑面积:75平方米', '参考首付:49.50万', '建造年代:2017年', '房屋朝向:东南', '房屋类型:普通住宅', '所在楼层:中层(共32层)', '装修程度:精装修', '产权年限:70年', '配套电梯:有', '房本年限:满二年', '产权性质:商品房住宅', '唯一住房:是', '一手房源:否']
['所属小区:佳兆业城市广场(商住楼)', '房屋户型:2室2厅1卫', '房屋单价:14444元/m²', '所在位置:黄埔－开发区东－黄埔东路近开创大道', '建筑面积:45平方米', '参考首付:19.50万', '建造年代:2018年', '房屋朝向:南', '房屋类型:普通住宅', '所在楼层:中层(共23层)', '装修程度:精装修', '产权年限:70年', '配套电梯:有', '房本年限:不满二年', '产权性质:商住两用', '唯一住房:是', '一手房源:否']
['所属小区:港航中心', '房屋户型:2室1厅1卫', '房屋单价:23947元/m²', '所在位置:黄埔－渔珠－黄埔大道东980号', '建筑面积:38平方米', '参考首付:27.30万', '建造年代:2016年', '房屋朝向:南北', '房屋类型:公寓', '所在楼层:中层(共32层)', '装修程度:精装修', '产权年限:40年', '配套电梯:有', '房本年限:满二年', '产权性质:商住两用', '唯一住房:是', '一手房源:否']
['所属小区:园丁苑', '房屋户型:3室2厅1卫', '房屋单价:27500元/m²', '所在位置:天河－东圃－黄村园丁路1号', '建筑面积:72平方米', '参考首付:59.40万', '建造年代:2000年', '房屋朝向:南', '房屋类型:普通住宅', '所在楼层:高层(共15层)', '装修程度:精装修', '产权年限:70年', '配套电梯:有', '房本年限:满五年', '产权性质:商品房住宅', '唯一住房:是', '一手房源:否']
['所属小区:佳兆业城市广场(商住楼)', '房屋户型:2室2厅2卫', '房屋单价:15098元/m²', '所在位置:黄埔－开发区东－黄埔东路近开创大道', '建筑面积:51平方米', '参考首付:23.10万', '建造年代:2019年', '房屋朝向:南', '房屋类型:公寓', '所在楼层:中层(共22层)', '装修程度:精装修', '产权年限:50年', '配套电梯:有', '房本年限:不满二年', '产权性质:商住两用', '唯一住房:是', '一手房源:是']
['所属小区:仁安花园', '房屋户型:3室2厅2卫', '房屋单价:14537元/m²', '所在位置:增城－朱村－朱宁路', '建筑面积:82.6平方米', '参考首付:36.00万', '建造年代:2013年', '房屋朝向:南', '房屋类型:普通住宅', '所在楼层:中层(共22层)', '装修程度:简单装修', '产权年限:70年', '配套电梯:有', '房本年限:满二年', '产权性质:商品房住宅', '唯一住房:是', '一手房源:是']
['所属小区:合景誉山国际', '房屋户型:3室2厅2卫', '房屋单价:14813元/m²', '所在位置:增城－永和－新新大道中', '建筑面积:112.1平方米', '参考首付:49.80万', '建造年代:2017年', '房屋朝向:南', '房屋类型:普通住宅', '所在楼层:低层(共36层)', '装修程度:精装修', '产权年限:70年', '配套电梯:有', '房本年限:满二年', '产权性质:商品房住宅', '唯一住房:是', '一手房源:否']
['所属小区:佳兆业城市广场(商住楼)', '房屋户型:2室2厅2卫', '房屋单价:17000元/m²', '所在位置:黄埔－开发区东－黄埔东路近开创大道', '建筑面积:50平方米', '参考首付:25.50万', '建造年代:2017年', '房屋朝向:南', '房屋类型:公寓', '所在楼层:中层(共21层)', '装修程度:精装修', '产权年限:50年', '配套电梯:有', '房本年限:不满二年', '产权性质:商住两用', '唯一住房:是', '一手房源:是']
['所属小区:胜利茶文化博览城', '房屋户型:1室1厅1卫', '房屋单价:12500元/m²', '所在位置:广州周边－清远－人民路与民安北路交汇处', '建筑面积:20平方米', '参考首付:7.50万', '建造年代:2018年', '房屋朝向:南', '房屋类型:公寓', '所在楼层:高层(共14层)', '装修程度:豪华装修', '产权年限:40年', '配套电梯:有', '房本年限:不满二年', '产权性质:商住两用', '唯一住房:是', '一手房源:是']
['所属小区:中海联智汇诚', '房屋户型:2室1厅1卫', '房屋单价:12804元/m²', '所在位置:增城－新塘－荔新大道', '建筑面积:46平方米', '参考首付:17.67万', '建造年代:2017年', '房屋朝向:南', '房屋类型:公寓', '所在楼层:中层(共21层)', '装修程度:精装修', '产权年限:40年', '配套电梯:有', '房本年限:不满二年', '产权性质:商品房住宅', '唯一住房:否', '一手房源:是']
['所属小区:凯德双桥8号', '房屋户型:4室2厅3卫', '房屋单价:37681元/m²', '所在位置:荔湾－桥中－裕福街35-73号', '建筑面积:138平方米', '参考首付:156.00万', '建造年代:2014年', '房屋朝向:南', '房屋类型:普通住宅', '所在楼层:中层(共33层)', '装修程度:豪华装修', '产权年限:70年', '配套电梯:有', '房本年限:满二年', '产权性质:商品房住宅', '唯一住房:是', '一手房源:是']
['所属小区:玉和楼公寓', '房屋户型:1室2厅2卫', '房屋单价:8089元/m²', '所在位置:白云－白云大道北－永康路', '建筑面积:45平方米', '参考首付:10.92万', '建造年代:2015年', '房屋朝向:南', '房屋类型:公寓', '所在楼层:中层(共21层)', '装修程度:精装修', '产权年限:40年', '配套电梯:有', '房本年限:满二年', '产权性质:商住两用', '唯一住房:是', '一手房源:否']
['所属小区:招商金山谷领仕', '房屋户型:3室2厅2卫', '房屋单价:34367元/m²', '所在位置:番禺－金山谷－东艺路26号', '建筑面积:110.6平方米', '参考首付:114.00万', '建造年代:2013年', '房屋朝向:南', '房屋类型:普通住宅', '所在楼层:中层(共30层)', '装修程度:精装修', '产权年限:70年', '配套电梯:有', '房本年限:满五年', '产权性质:商品房住宅', '唯一住房:是', '一手房源:否']
['所属小区:美林湖国际社区', '房屋户型:4室2厅3卫', '房屋单价:6417元/m²', '所在位置:广州周边－清远－花都山前大道168号', '建筑面积:108平方米', '参考首付:20.79万', '建造年代:2016年', '房屋朝向:南', '房屋类型:普通住宅', '所在楼层:中层(共32层)', '装修程度:精装修', '产权年限:70年', '配套电梯:有', '房本年限:满二年', '产权性质:商品房住宅', '唯一住房:是', '一手房源:否']
['所属小区:万科云城米酷', '房屋户型:1室2厅1卫', '房屋单价:21667元/m²', '所在位置:天河－小新塘－华观路', '建筑面积:30平方米', '参考首付:19.50万', '建造年代:2015年', '房屋朝向:南', '房屋类型:公寓', '所在楼层:中层(共25层)', '装修程度:精装修', '产权年限:40年', '配套电梯:有', '房本年限:满二年', '产权性质:商品房住宅', '唯一住房:是', '一手房源:否']
['所属小区:信华经理人花园', '房屋户型:2室2厅1卫', '房屋单价:52941元/m²', '所在位置:天河－天河公园－华景东路216号', '建筑面积:85平方米', '参考首付:135.00万', '建造年代:2005年', '房屋朝向:南', '房屋类型:普通住宅', '所在楼层:低层(共31层)', '装修程度:精装修', '产权年限:70年', '配套电梯:有', '房本年限:满五年', '产权性质:商品房住宅', '唯一住房:是', '一手房源:否']
['所属小区:万科云城米酷', '房屋户型:1室2厅1卫', '房屋单价:22353元/m²', '所在位置:天河－小新塘－华观路', '建筑面积:17平方米', '参考首付:11.40万', '建造年代:2017年', '房屋朝向:南', '房屋类型:公寓', '所在楼层:高层(共21层)', '装修程度:精装修', '产权年限:40年', '配套电梯:有', '房本年限:满二年', '产权性质:商住两用', '唯一住房:是', '一手房源:否']
['所属小区:时代you公寓', '房屋户型:2室2厅1卫', '房屋单价:20513元/m²', '所在位置:越秀－建设－先烈南路9号', '建筑面积:39平方米', '参考首付:24.00万', '建造年代:2016年', '房屋朝向:南', '房屋类型:公寓', '所在楼层:中层(共19层)', '装修程度:精装修', '产权年限:40年', '配套电梯:有', '房本年限:满五年', '产权性质:商住两用', '唯一住房:否', '一手房源:否']
['所属小区:员岗村新市坊大街23号小区', '房屋户型:2室1厅1卫', '房屋单价:6460元/m²', '所在位置:番禺－广州雅居乐－员岗村新市坊大街23号', '建筑面积:50平方米', '参考首付:9.69万', '建造年代:2014年', '房屋朝向:南', '房屋类型:公寓', '所在楼层:中层(共11层)', '装修程度:精装修', '产权年限:50年', '配套电梯:有', '房本年限:满五年', '产权性质:商品房住宅', '唯一住房:是', '一手房源:否']
['所属小区:东圃远洋宿舍', '房屋户型:2室2厅1卫', '房屋单价:29600元/m²', '所在位置:天河－东圃－圃兴路57号', '建筑面积:75平方米', '参考首付:66.60万', '建造年代:2000年', '房屋朝向:南', '房屋类型:普通住宅', '所在楼层:低层(共9层)', '装修程度:精装修', '产权年限:70年', '配套电梯:有', '房本年限:满五年', '产权性质:商品房住宅', '唯一住房:是', '一手房源:否']
['所属小区:招商金山谷领仕', '房屋户型:4室2厅1卫', '房屋单价:34170元/m²', '所在位置:番禺－金山谷－东艺路26号', '建筑面积:93.7平方米', '参考首付:96.00万', '建造年代:2012年', '房屋朝向:南', '房屋类型:普通住宅', '所在楼层:低层(共30层)', '装修程度:精装修', '产权年限:70年', '配套电梯:有', '房本年限:满五年', '产权性质:商品房住宅', '唯一住房:是', '一手房源:否']
['所属小区:渔人码头公寓', '房屋户型:3室2厅1卫', '房屋单价:10000元/m²', '所在位置:番禺－洛溪－洛浦街北环路83号', '建筑面积:45平方米', '参考首付:13.50万', '建造年代:2019年', '房屋朝向:东南', '房屋类型:公寓', '所在楼层:低层(共20层)', '装修程度:豪华装修', '产权年限:40年', '配套电梯:有', '房本年限:不满二年', '产权性质:商住两用', '唯一住房:是', '一手房源:是']
['所属小区:中海联智汇诚', '房屋户型:2室2厅1卫', '房屋单价:13182元/m²', '所在位置:增城－新塘－荔新大道', '建筑面积:44平方米', '参考首付:17.40万', '建造年代:2016年', '房屋朝向:南', '房屋类型:普通住宅', '所在楼层:低层(共20层)', '装修程度:精装修', '产权年限:70年', '配套电梯:有', '房本年限:满二年', '产权性质:商品房住宅', '唯一住房:否', '一手房源:是']
['所属小区:金沙大都汇', '房屋户型:2室1厅1卫', '房屋单价:17391元/m²', '所在位置:白云－金沙洲－环洲二路82-86号', '建筑面积:46平方米', '参考首付:24.00万', '建造年代:2014年', '房屋朝向:南', '房屋类型:公寓', '所在楼层:中层(共15层)', '装修程度:精装修', '产权年限:40年', '配套电梯:有', '房本年限:满五年', '产权性质:商住两用', '唯一住房:是', '一手房源:否']
['所属小区:渔人码头公寓', '房屋户型:1室1厅1卫', '房屋单价:10714元/m²', '所在位置:番禺－洛溪－洛浦街北环路83号', '建筑面积:28平方米', '参考首付:9.00万', '建造年代:2017年', '房屋朝向:南', '房屋类型:公寓', '所在楼层:中层(共13层)', '装修程度:精装修', '产权年限:40年', '配套电梯:有', '房本年限:满二年', '产权性质:商住两用', '唯一住房:是', '一手房源:是']
['所属小区:东方新世界', '房屋户型:3室2厅2卫', '房屋单价:68261元/m²', '所在位置:天河－天河公园－中山大道西158号', '建筑面积:138平方米', '参考首付:282.60万', '建造年代:2005年', '房屋朝向:东', '房屋类型:平房', '所在楼层:低层(共28层)', '装修程度:精装修', '产权年限:70年', '配套电梯:有', '房本年限:满五年', '产权性质:商品房住宅', '唯一住房:是', '一手房源:否']
